,Fecha,Operador,Ruta Detallada,Tipo aeronave_accidente,Pasajeros,Tripulacion,Pasajeros_Fallecidos,Tripulantes_Fallecidos,Muertos_en_tierra,resumen
160,1928-09-04,National Parks Airways,Great Falls - Pocatello - Salt Lake City,Fokker Super Universal,6,1,6,1,0,"While flying low and circling six times for a landing, the mail plane went into a nose dive when the pilot headed into the wind and crashed to the ground, rolling over several times."
161,1928-09-06,Deutsche Lufthansa,Sin dato,Fokker FG III,2,1,2,1,0,Crashed due to engine failure.
162,1928-10-04,Aeropostale,Casablanca - Alicante - Barcelona - Perpignan - Toulouse,Breguet 14,2,1,2,1,0,"Encountered fog and crashed into a mountain slope near the monastery of Sant Pere de Rodes, south of Llancà,"
163,1928-10-18,National Air Transport,Sin dato,Douglas M-4,0,1,0,1,0,The mail plane crashed into a hill and burned during the night during poor weather conditons.
164,1928-10-31,Air Union,Paris - Lyon - Marseille,Bleriot Spad 56,1,1,0,1,0,The pilot attempted an emergency landing in a muddy field and crashed.
165,1928-11-15,Aeropostale,Marseille - Palma de Majorca,Latecoere 32,0,3,0,1,0,The sea plane stuck a lightning mast and crashed into houses. Pilot error.
166,1928-11-24,Universal Airlines,Cleveland - Chicago,Hamilton H-47,2,1,2,1,0,The mail plane crashed in a heavy snow storm.
167,1928-11-25,Continental Air Lines,Cleveland - Louisville,Travel Air 4000,0,1,0,1,0,The mail plane crashed in a heavy snow storm
168,1928-11-25,National Air Transport,Sin dato,Douglas M-4,0,1,0,1,0,The mail plane crashed in a snow storm.
169,1928-12-01,Sunbeam Air Transport Co.,San Antonio - Amarillo - Tulsa - Denver,Ford 4-AT-B Tri Motor,4,1,4,1,0,The aircraft crashed and burned while en route. Flames were seen aboard the plane before it crashed. The plane was on a delivery flight.
170,1928-12-03,Syndicato Condor,Sightseeing,Dornier Wal,9,5,9,5,0,"The seaplane took off form the bay and narrowly avoided a collision with another plane and in the process veered sharply and so abruptly that one of the wings was strained beyond its elastic limits. The pilot then lost control of the aircraft and it fell, tail spinning 300 feet into the water where one of the engines exploded on impact. It sunk immediately."
171,1928-12-10,Spokane Airways,Colfax - Spokane,Ford Tri-motor 4,3,2,3,2,0,The aircraft crashed while attempting to land in fog.
172,1928-12-11,Deutsche Lufthansa,Cologne -  Berlin,Junkers G-31,1,3,0,3,0,"After a fuel line broke in flight, the pilot was forced to make an emergency landing in an open field. On landing, the aircraft crashed, overturned and came to rest in flames."
173,1928-12-20,National Air Transport,Cleveland - Chicago,Douglas M-4,0,1,0,1,0,The mail plane crashed into an apple tree during a snow storm after the pilot experienced spatial disorientation.
174,1928-12-23,Interstate Airlines,Sin dato,Fairchild FC-2,3,1,3,1,0,Crashed onto a roof and garage on takeoff and burst into flames. The motor may have not been warmed- up properly.
175,1928-12-31,CIDNA,Strasbourg - Paris,Blériot Spad 66,2,1,2,0,0,Crashed into high ground in fog.
176,1929-01-05,Colonial Air Transport,Sin dato,Fairchild FC-2,0,1,0,1,0,Struck a mountain slope  in poor weather.
177,1929-01-18,Varney Air Lines,"Boise, ID - Pasco, WA",Stearman C-38,0,1,0,1,0,While attempting to make an emergency landing on the Minam river the mail plane hit a bolder killing the pilot.
178,1929-01-25,Aeroespresso,Brindisi - Athens - Istanbul,CMASA Wal,7,2,7,2,0,The passenger plane diverted off Kerkira in the Ionian Sea due to poor weather conditions and thunderstoms and sank in rough seas.
179,1929-01-31,Aeropostale,Agadir - Casablanca,Latecoere 26,0,2,0,2,0,"While cruising along the coast, the mail plane crashed into the Atlantic Ocean for unknown reasons."
180,1929-01-31,Skyline Transportation Company,Sin dato,Travel Air 4000,0,1,0,1,0,"While attempting to land, the aircraft overran the runway and hit the perimeter fence."
181,1929-03-17,Colonial Western Airlines,Sightseeing,Ford 5-AT-B Tri Motor,13,2,13,1,0,The plane was making the last of a number of sightseeing flights when two of it's three engines failed. The plane stalled and went out of control at an altitude of 200 ft. and crashed into a railroad freight car. Engine failure followed by a stall during an emergency landing attempt.
182,1929-03-30,New Standard Airlines,Los Angeles - Phoenix - El Paso,Fokker F-VIIA,3,1,3,1,0,"The aircraft crashed into a high mountain ridge, exploding on impact. Investigators speculated that upon encountering fog and winds in the treacherous mountain pass, the pilot may have turned the airliner around and was heading back to the airport when the crash occurred."
183,1929-04-21,Maddux Airlines / Military - U.S.Army Air Force,San Diego - Phoenix,Ford 5-AT-B Tri-Motor / B-PW-9D,3,3,3,3,0,"A midair collision occurred  with a US Air Force Boeing PW-9D at 2,000 ft.  Five killed on the Tri-motor, one on the Boeing. Army pilot Lieutenant Howard Keefer, while flying above the airliner, was stunting and performed a steep banking turn downward, in an attempt to pass in front of the airliner. Instead, he misjudged the speed of the Maddux aircraft and his diving plane struck the cockpit of the Ford Tri-motor.  He was found criminally negligent."
184,1929-05-09,Mexicana,"Tampico - Brownsville, TX",Ford Tri-motor 4,4,1,4,1,0,"An engine failed, the plane stalled and crashed."
185,1929-05-18,MALERT,Sin dato,Fokker F-III,0,2,0,2,0,A wing separated in flight and the plane crashed.
186,1929-05-22,Aeropostale,Algiers - Marseille,Cams 53,3,3,3,2,0,The plane collided with a submerged object while taking off.
187,1929-06-13,Pan American Airways,Santiago de Cuba - Havana,Fokker F-X,1,4,1,1,0,"Crashed while taking off. The muddy field prevented the aircraft from gaining altitude. The plane hit telephone wires and crashed. The plane was named ""Christopher Columbus""."
188,1929-06-14,Aeropostale,Janeiro - Buenos Aires,Breguet 14,0,2,0,1,0,"Took off, lost power and altitude and crashed into a telegraph tower."
189,1929-06-17,Imperial Airways,London - Paris - Basil - Zuric,Handley Page W-10,11,2,7,0,0,"The plane was over the English Channel, approximately 3 miles offshore, when an engine failed. The pilot attempted to return to the airport but the plane ditched into the English Channel. Failure of a connecting rod on a cylinder due to fatigue.The plane was named ""City of Ottawa."""
190,1929-06-24,Northwest Orient Airlines,St. Paul - Minneapolis,Ford 5-AT-B Tri-Motor,6,2,0,1,0,All three engines failed shortly after takeoff causing the plane to stall and crash near Indian Mounds park.
191,1929-06-29,Bodensee Aerolloyd,Sin dato,Domier Delphin III (flying boat),4,1,4,1,0,The seaplane crashed into lake Constance while attempting to landing. The landing was hard and the plane broke in two and sank.
192,1929-06-29,Continental Air Lines,Sin dato,Travel Air 4000,0,1,0,1,0,The mail plane crashed into an antenna mast in fog and low visibility and burned.
193,1929-08-11,Middle States Airlines,Sin dato,Lockheed 5 Vega,2,2,2,2,0,"The just manufactured aircraft was on its way to be delivered to its new owner with  four employees of Lockheed,  two pilots and two engineers when it crashed under unknown circumstances."
194,1929-08-24,Ukvozduchput,Sin dato,Kalinin K-4,0,1,0,1,0,Crashed under unknown circumstances.
195,1929-08-24,Deutsche Lufthansa,Frankfurt - Berlin,Fokker FG II,4,1,3,1,0,The aorcraft hit a hill in fog and poor visibility.
196,1929-09-02,Associated Aviators,Sin dato,Lockheed Vega,0,2,0,1,0,The plane crashed after going into a tail spin in a thunderstorm. The mechanic was able to parachute to safety.
197,1929-09-03,Trans Continental Air Transport,Albuquerque - Los Angeles,Ford 5-AT-B Tri Motor,5,3,5,3,0,"Shortly after departing the aircraft crashed into a Mt Taylor after encountering a thunderstorm and turbulence. The plane was named ""The City of San Francisco."""
198,1929-09-06,Imperial Airways,"London, England - India",de Havilland DH-66 Hercules,2,3,1,2,0,"At night, the aircraft crashed short of the runway in low visibility."
199,1929-09-14,Aeropostale,"Toulouse, France - Casablanca, Morocco",Latecoere 25,4,2,4,2,0,"Crashed at sea, 30 miles from Larache, Morocco for unknown reasons."
200,1929-09-14,Skyways,Sightseeing,Travel Air 6000,5,1,5,1,0,The aircraft went out of control and crashed for unknown reasons.
201,1929-09-17,Colonial Air Transport,Sin dato,Pitcairn PA-6 Mailwing,0,1,0,1,0,The mail plane crashed into Mt. Lamentation in fog and burst into flames.
202,1929-09-17,Aeropostale,Toulouse - Perpignan - Barcelona - Alicante - Casablanca,Latecoere 25-3-R,3,2,3,2,0,Crashed into the Mediterranean for unknown reasons.
203,1929-09-17,Pickwick Airways,Tijuana - Nogales,Fairchild 71,0,2,0,1,0,The mail plane crashed into a hillside in the desert while attempting to make an emergency landing during a storm.
204,1929-10-26,Imperial Airways,Naples - Genoa,Short Calcutta (flying boat),5,2,5,2,0,"The aircraft ditched in the ocean after encountering gale force winds. Sank while in tow. The plane was named ""City of Rome."""
205,1929-10-29,Continental Air Lines,Cleveland - Louisville,Stearman C-38,0,1,0,1,0,The mail plane crashed into a grove of trees 8 miles southwest of Mount Vernon in foggy conditons.
206,1929-10-31,Bremerton-Seattle Air Taxi / Gorst Air Lines,Bremerton - Seattle,Loening C-2C,0,2,0,2,0,The air taxi crashed into Puget Sound as it attempted to take off.
207,1929-11-04,Corp. Aeronautica de Transportes,Matamoros - Mexico City - Juarez,Lockheed Vega 5,3,1,3,1,0,The mail plane crashed in dense fog.
208,1929-11-06,Deutsche Lufthansa,Croyden - Amsterdam - Berlin,Junkers G-24,4,4,3,4,0,"After the plane's antenna wire struck the ground and was partially torn off, the pilot attempted to return to land but hit tree tops and crashed in rain and fog."
209,1929-11-16,Air Union,Marseille - Ajaccio - Tunis,Liore et Olivier 190,0,3,0,3,0,"While flying along the Corsican coast, the aircraft crashed into the Mediterranean in fog. No trace of the plane was ever found."
210,1929-11-20,S.A.M. Società Aerea Mediterranea,"Cagliari, Terranova - Rome",Savoia Marchetti S55,9,3,1,0,0,The plane crashed due to  an optical phenomenon caused by calm waters and an erroneous height assessment.
211,1929-11-30,Varney Air Lines,Sin dato,Stearman M-2 Speedmail,0,1,0,1,0,The mail plane crashed into a fog bound tower of the interstate bridge spanning the Columbia River.
212,1929-12-02,National Air Transport,Sin dato,Douglas M-3,0,1,0,1,0,The mail plane crashed en route during a storm.
213,1929-12-19,Deutsche Lufthansa,Marseille - Berlin,Arado V1,0,2,0,2,0,"In fog, the pilot lost his bearing in fog and crashed 60 km from the airport."
214,1929-12-30,Trans Continental Air Transport,Demonistration,Travel Air B6000,3,2,3,2,0,Crashed onto a golf course  while on approach during a demonstration flight.
215,1930-01-10,Boeing Air Transport,Sin dato,Boeing 95,0,1,0,1,0,The airmail plane crash landed and burst into flames on a farm in fog and snow while attempting to make an emergency landing.
216,1930-01-13,Air Orient,Antananarivo - Paris,Farman 190,0,3,0,3,0,Crrashed moments after taking off from Port-Francqui.
217,1930-01-19,Maddux Airlines,"Aqua Caliente, Mexico - Los Angeles",Ford 5-AT-C Tri Motor,14,2,14,2,0,"While en route to Los Angeles, the pilot, flying a low altitude due to poor weather conditions tried to turn back. While in a left turn his left wing struck a hill, crashed and burned. Adverse weather conditions. The plane flew into a sudden squall which cause the pilot to lose control."
218,1930-01-25,Aeropostale,Casablanca - Alicante,Latecoere 25,0,2,0,2,0,Ran into thunderstorms and crashed into the sea.
219,1930-01-27,Central  Airlines (Universal Aviation Corporation),"Wichita - Kansas City, KS",Travel Air A6000A,4,1,4,1,0,"While preparing to land, the plane side slipped and dived into the ground from a height of 500 ft. and caught fire. As quickly as the bodies were removed, a hastily mustered crew of pilots and mechanics from Universal Airlines  and Central Airlines, began removing all evidence of the accident, savagely fighting off reporters and photographers as they worked."
220,1930-02-03,Colonial Air Transport,"Newark, NJ - Hartford, CT",Pitcairn PA-6 Mailwing,0,1,0,1,0,While attempting to land the plane struck a building and fell into the Connecticut river.
221,1930-02-10,Air Union,Paris - Croydon,Farman F-63,3,3,2,0,0,"While attempting to land in snow, the plane rose up, stalled and crashed. Fatigue of the upper front strut of the right tail which failed in flight, causing the spar to fail as well."
222,1930-04-18,Canadian Colonial Airways,"Albany, NY - Jersey City, NJ",Fairchild 71,3,1,3,1,0,Crashed into power lines 150 feet above the ground in fog.
223,1930-05-10,Aeropostale,Buenos Aires - Montevideo,Latecoere 28,2,2,1,2,0,"While flying in foggy conditions at night, the captain lowered his altitude, hit a wave and fiipped over."
224,1930-06-05,Colonial Air Transport,Boston - Newark,Ford Tri-Motor 5,13,2,1,0,0,Crashed into Boston Harbor after losing the right  engine on takeoff.
225,1930-07-07,Deutsche Lufthansa,Stettin - Norway,Dornier Wal,5,3,4,1,0,"The flying boat landed in a storm in the open ocean due to engine failure. After three hours, the plane was  capsized by a large wave while under tow."
226,1930-07-10,Cross Airways,Port Aransas - Kansas City,Lockheed Vega 5,4,1,4,1,0,"The aircraft exploded in the air at an altitude of 4,000 feet shortly after taking off. The plane was flying in an area of fog and thunderstorms."
227,1930-07-21,Walcot Air Line,"London - Le touquet, France",Junkers F-13ge,4,2,4,2,0,The plane crashed about 10 miles from it's destination. Possible buffeting or irregular ocillation of the horizontal stabilizer leading to separation of the left stabilizer.
228,1930-08-22,Ceskoslovenske Aerolinie,Prague - Bratislava,Ford 5-AT-C Tri Motor,10,1,9,1,0,Crashed when the pilot made a sharp turn to avoid a chimney and lost control of the aircraft.
229,1930-09-11,Sabena,Croydon - Brussels,Sabca F-VII,0,2,0,2,0,The plane caught on file shortly after taking off from Croydon.
230,1930-09-25,Western Canada Airways,Calgary - Moosejaw,Boeing 40,2,1,2,1,0,The air mail plane crashed in fog  while attempting to land in fog.
231,1930-10-05,Military - British Air Ministry,"Cardington, England - Karachi, Pakistan",Royal Airship Works R-101,0,0,0,0,0,"The airship was on its inaugural flight from Cardington, England to Karachi, (Pakistan). During a storm on the first night, it suddenly nosedived, leveled briefly, then dived again crashing and burning. Preparations had been rushed for political reasons and there had been no full-speed test flight. In the wind and rain, the outer cover split open at the front so that the two forward gasbags ruptured simultaneously. Dropping ballast raised the nose, but only because there was also dynamic lift, which was promptly lost as speed was reduced, presumably to save the remaining gasbags."
